,MONTH,DAY_OF_WEEK,FL_DATE,UNIQUE_CARRIER,TAIL_NUM,MFR,MODEL,DEP_TIME,DEP_TIME_BLK,ARR_TIME,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,ROUTE,FL_NUM,ORIGIN_AIRPORT_ID,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
636,1,3,2012-01-25,B6,556JB,AIRBUS                        ,A320-232            ,1054.0,1000-1059,1904.0,,,,,,14771 12478,642B6,14771,1057,-3.0,1929,-25.0,0.0,0,0,332,310.0,286.0,2586
637,3,2,2014-03-18,DL,624AG,BOEING                        ,757-2Q8             ,1550.0,1600-1659,2358.0,,,,,,14771 12478,2040DL,14771,1600,-10.0,22,-24.0,0.0,0,0,322,308.0,283.0,2586
638,1,1,2013-01-07,B6,625JB,AIRBUS                        ,A320-232            ,1059.0,1100-1159,1933.0,,,,,,14771 12478,642B6,14771,1100,-1.0,1932,1.0,1.0,0,0,332,334.0,307.0,2586
639,7,6,2013-07-06,VX,632VA,AIRBUS                        ,A320-214            ,946.0,0900-0959,1810.0,0.0,0.0,15.0,0.0,0.0,14771 12478,22VX,14771,920,26.0,1755,15.0,15.0,0,0,335,324.0,303.0,2586
640,5,7,2014-05-18,VX,844VA,AIRBUS                        ,A320-214            ,658.0,0700-0759,1534.0,,,,,,14771 12478,12VX,14771,700,-2.0,1555,-21.0,0.0,0,0,355,336.0,299.0,2586
641,5,2,2013-05-14,UA,512UA,BOEING                        ,757-222             ,2223.0,2200-2259,644.0,,,,,,14771 12478,824UA,14771,2231,-8.0,705,-21.0,0.0,0,0,334,321.0,297.0,2586
642,12,1,2013-12-30,DL,703TW,BOEING                        ,757-2Q8             ,2328.0,2300-2359,724.0,,,,,,14771 12478,2340DL,14771,2330,-2.0,749,-25.0,0.0,0,0,319,296.0,275.0,2586
643,12,7,2012-12-30,DL,711ZX,BOEING                        ,757-231             ,819.0,0800-0859,1620.0,,,,,,14771 12478,3DL,14771,815,4.0,1648,-28.0,0.0,0,0,333,301.0,274.0,2586
644,4,5,2014-04-18,UA,596UA,BOEING                        ,757-222             ,1040.0,1000-1059,1901.0,,,,,,14771 12478,760UA,14771,1041,-1.0,1930,-29.0,0.0,0,0,349,321.0,301.0,2586
645,1,1,2012-01-09,UA,557UA,BOEING                        ,757-222             ,850.0,0800-0859,1716.0,,,,,,14771 12478,808UA,14771,856,-6.0,1729,-13.0,0.0,0,0,333,326.0,300.0,2586
646,6,2,2014-06-03,VX,840VA,AIRBUS                        ,A320-214            ,659.0,0700-0759,1522.0,,,,,,14771 12478,12VX,14771,700,-1.0,1555,-33.0,0.0,0,0,355,323.0,295.0,2586
647,2,4,2013-02-21,UA,557UA,BOEING                        ,757-222             ,1259.0,1300-1359,2138.0,,,,,,14771 12478,637UA,14771,1304,-5.0,2129,9.0,9.0,0,0,325,339.0,307.0,2586
648,3,3,2012-03-14,B6,509JB,AIRBUS INDUSTRIE              ,A320-232            ,1341.0,1300-1359,2208.0,,,,,,14771 12478,644B6,14771,1335,6.0,2202,6.0,6.0,0,0,327,327.0,304.0,2586
649,7,2,2014-07-22,B6,809JB,AIRBUS                        ,A320-232            ,1144.0,1100-1159,2002.0,,,,,,14771 12478,416B6,14771,1148,-4.0,2029,-27.0,0.0,0,0,341,318.0,294.0,2586
650,6,7,2012-06-10,UA,512UA,BOEING                        ,757-222             ,2220.0,2200-2259,648.0,,,,,,14771 12478,824UA,14771,2220,0.0,649,-1.0,0.0,0,0,329,328.0,294.0,2586
651,10,6,2012-10-27,B6,641JB,AIRBUS                        ,A320-232            ,1042.0,1000-1059,1905.0,,,,,,14771 12478,644B6,14771,1045,-3.0,1925,-20.0,0.0,0,0,340,323.0,299.0,2586
652,1,7,2012-01-22,UA,555UA,BOEING                        ,757-222             ,703.0,0700-0759,1521.0,,,,,,14771 12478,286UA,14771,707,-4.0,1529,-8.0,0.0,0,0,322,318.0,298.0,2586
653,6,5,2012-06-29,VX,530VA,AIRBUS                        ,A319-112            ,1545.0,1400-1459,31.0,0.0,11.0,0.0,0.0,50.0,14771 12478,26VX,14771,1455,50.0,2330,61.0,61.0,0,0,335,346.0,310.0,2586
654,6,2,2012-06-12,VX,629VA,AIRBUS                        ,A320-214            ,652.0,0600-0659,1523.0,,,,,,14771 12478,12VX,14771,655,-3.0,1535,-12.0,0.0,0,0,340,331.0,310.0,2586
655,2,7,2012-02-05,VX,527VA,AIRBUS                        ,A319-112            ,1451.0,1400-1459,2314.0,,,,,,14771 12478,26VX,14771,1455,-4.0,2320,-6.0,0.0,0,0,325,323.0,302.0,2586
656,5,1,2012-05-07,AA,338AA,BOEING                        ,767-223             ,858.0,0900-0959,1810.0,0.0,0.0,20.0,0.0,0.0,14771 12478,12AA,14771,905,-7.0,1750,20.0,20.0,0,0,345,372.0,332.0,2586
657,11,1,2011-11-14,DL,707TW,BOEING                        ,757-2Q8             ,1526.0,1500-1559,2319.0,,,,,,14771 12478,2040DL,14771,1530,-4.0,2356,-37.0,0.0,0,0,326,293.0,272.0,2586
658,11,2,2011-11-01,UA,517UA,BOEING                        ,757-222             ,1409.0,1400-1459,2210.0,,,,,,14771 12478,772UA,14771,1413,-4.0,2247,-37.0,0.0,0,0,334,301.0,281.0,2586
659,8,3,2013-08-14,UA,555UA,BOEING                        ,757-222             ,1337.0,1300-1359,2216.0,17.0,0.0,4.0,0.0,0.0,14771 12478,637UA,14771,1320,17.0,2155,21.0,21.0,0,0,335,339.0,296.0,2586
660,11,7,2011-11-06,UA,554UA,BOEING                        ,757-222             ,1002.0,0800-0859,1817.0,0.0,0.0,0.0,0.0,67.0,14771 12478,670UA,14771,843,79.0,1710,67.0,67.0,0,0,327,315.0,283.0,2586
661,4,5,2013-04-05,B6,663JB,AIRBUS                        ,A320-232            ,1140.0,1000-1059,2003.0,0.0,0.0,0.0,0.0,31.0,14771 12478,642B6,14771,1051,49.0,1932,31.0,31.0,0,0,341,323.0,304.0,2586
662,1,4,2012-01-12,VX,527VA,AIRBUS                        ,A319-112            ,711.0,0700-0759,1544.0,,,,,,14771 12478,12VX,14771,710,1.0,1540,4.0,4.0,0,0,330,333.0,311.0,2586
663,2,6,2012-02-18,B6,562JB,AIRBUS                        ,A320-232            ,1100.0,1100-1159,1924.0,,,,,,14771 12478,642B6,14771,1100,0.0,1932,-8.0,0.0,0,0,332,324.0,292.0,2586
664,3,7,2012-03-11,VX,844VA,AIRBUS                        ,A320-214            ,923.0,0900-0959,1752.0,,,,,,14771 12478,22VX,14771,915,8.0,1755,-3.0,0.0,0,0,340,329.0,309.0,2586
665,4,7,2012-04-08,VX,851VA,AIRBUS                        ,A320-214            ,932.0,0900-0959,1755.0,,,,,,14771 12478,22VX,14771,915,17.0,1755,0.0,0.0,0,0,340,323.0,300.0,2586
666,5,5,2013-05-03,B6,821JB,AIRBUS                        ,A320-232            ,1214.0,1200-1259,2042.0,,,,,,14771 12478,644B6,14771,1215,-1.0,2100,-18.0,0.0,0,0,345,328.0,314.0,2586
667,8,4,2013-08-29,AA,319AA,BOEING                        ,767-223             ,2313.0,2300-2359,752.0,,,,,,14771 12478,18AA,14771,2315,-2.0,750,2.0,2.0,0,0,335,339.0,309.0,2586
668,7,6,2012-07-07,AA,332AA,BOEING                        ,767-223             ,1240.0,1200-1259,2100.0,,,,,,14771 12478,16AA,14771,1245,-5.0,2130,-30.0,0.0,0,0,345,320.0,295.0,2586
669,6,1,2012-06-25,UA,518UA,BOEING                        ,757-222             ,655.0,0700-0759,1547.0,,,,,,14771 12478,286UA,14771,700,-5.0,1536,11.0,11.0,0,0,336,352.0,327.0,2586
670,8,1,2014-08-18,B6,640JB,AIRBUS                        ,A320-232            ,620.0,0600-0659,1432.0,,,,,,14771 12478,16B6,14771,628,-8.0,1459,-27.0,0.0,0,0,331,312.0,292.0,2586
671,6,1,2014-06-30,UA,512UA,BOEING                        ,757-222             ,1631.0,1600-1659,127.0,0.0,0.0,23.0,0.0,0.0,14771 12478,502UA,14771,1629,2.0,104,23.0,23.0,0,0,335,356.0,325.0,2586
672,4,1,2013-04-29,DL,718TW,BOEING                        ,757-231             ,2107.0,2100-2159,530.0,,,,,,14771 12478,2240DL,14771,2115,-8.0,545,-15.0,0.0,0,0,330,323.0,291.0,2586
673,9,3,2014-09-03,AA,795AA,BEECH                         ,35-33               ,840.0,0800-0859,1658.0,,,,,,14771 12478,164AA,14771,840,0.0,1725,-27.0,0.0,0,0,345,318.0,290.0,2586
674,7,2,2013-07-30,UA,560UA,BOEING                        ,757-222             ,825.0,0800-0859,1641.0,,,,,,14771 12478,808UA,14771,830,-5.0,1700,-19.0,0.0,0,0,330,316.0,288.0,2586
675,9,6,2012-09-01,UA,517UA,BOEING                        ,757-222             ,701.0,0700-0759,1525.0,,,,,,14771 12478,286UA,14771,707,-6.0,1540,-15.0,0.0,0,0,333,324.0,292.0,2586
676,4,3,2014-04-30,DL,713TW,BOEING                        ,757-2Q8             ,838.0,0800-0859,1742.0,0.0,0.0,34.0,0.0,0.0,14771 12478,414DL,14771,845,-7.0,1708,34.0,34.0,0,0,323,364.0,334.0,2586
677,6,6,2014-06-07,AA,368AA,BOEING                        ,767-323             ,656.0,0700-0759,1532.0,,,,,,14771 12478,24AA,14771,700,-4.0,1545,-13.0,0.0,0,0,345,336.0,305.0,2586
678,2,3,2014-02-19,DL,710TW,BOEING                        ,757-2Q8             ,2329.0,2300-2359,731.0,,,,,,14771 12478,2340DL,14771,2330,-1.0,749,-18.0,0.0,0,0,319,302.0,281.0,2586
679,12,5,2013-12-27,DL,713TW,BOEING                        ,757-2Q8             ,2337.0,2300-2359,759.0,,,,,,14771 12478,2340DL,14771,2330,7.0,745,14.0,14.0,0,0,315,322.0,298.0,2586
680,9,3,2013-09-25,DL,723TW,BOEING                        ,757-231             ,1558.0,1600-1659,2359.0,,,,,,14771 12478,2040DL,14771,1600,-2.0,31,-32.0,0.0,0,0,331,301.0,275.0,2586
681,4,1,2014-04-14,VX,629VA,AIRBUS                        ,A320-214            ,942.0,0900-0959,1805.0,,,,,,14771 12478,22VX,14771,920,22.0,1759,6.0,6.0,0,0,339,323.0,302.0,2586
682,3,6,2013-03-02,DL,721TW,BOEING                        ,757-231             ,556.0,0600-0659,1416.0,,,,,,14771 12478,30DL,14771,600,-4.0,1428,-12.0,0.0,0,0,328,320.0,294.0,2586
683,2,7,2012-02-26,UA,557UA,BOEING                        ,757-222             ,1240.0,1200-1259,2036.0,,,,,,14771 12478,870UA,14771,1246,-6.0,2122,-46.0,0.0,0,0,336,296.0,270.0,2586
684,3,2,2013-03-05,B6,789JB,AIRBUS                        ,A320-232            ,2302.0,2000-2059,737.0,0.0,0.0,12.0,0.0,125.0,14771 12478,648B6,14771,2057,125.0,520,137.0,137.0,0,0,323,335.0,298.0,2586
685,12,1,2013-12-02,VX,633VA,AIRBUS                        ,A320-214            ,920.0,0900-0959,1747.0,,,,,,14771 12478,22VX,14771,920,0.0,1759,-12.0,0.0,0,0,339,327.0,294.0,2586
686,2,3,2012-02-08,UA,502UA,BOEING                        ,757-222             ,852.0,0800-0859,1714.0,,,,,,14771 12478,808UA,14771,856,-4.0,1729,-15.0,0.0,0,0,333,322.0,297.0,2586
687,4,2,2013-04-23,UA,596UA,BOEING                        ,757-222             ,1201.0,1000-1059,2041.0,0.0,0.0,78.0,0.0,0.0,14771 12478,760UA,14771,1045,76.0,1923,78.0,78.0,0,0,338,340.0,292.0,2586
688,8,7,2014-08-10,VX,636VA,AIRBUS                        ,A320-214            ,2305.0,2200-2259,743.0,,,,,,14771 12478,34VX,14771,2250,15.0,729,14.0,14.0,0,0,339,338.0,313.0,2586
689,5,3,2014-05-28,UA,589UA,BOEING                        ,757-222             ,1059.0,1000-1059,1939.0,,,,,,14771 12478,760UA,14771,1045,14.0,1930,9.0,9.0,0,0,345,340.0,305.0,2586
690,3,6,2012-03-10,DL,717TW,BOEING                        ,757-231             ,626.0,0600-0659,1502.0,,,,,,14771 12478,1210DL,14771,630,-4.0,1459,3.0,3.0,0,0,329,336.0,309.0,2586
691,6,1,2014-06-02,VX,630VA,AIRBUS                        ,A320-214            ,903.0,0900-0959,1731.0,,,,,,14771 12478,22VX,14771,910,-7.0,1759,-28.0,0.0,0,0,349,328.0,305.0,2586
692,2,3,2014-02-26,DL,702TW,BOEING                        ,757-2Q8             ,1125.0,1100-1159,1959.0,,,,,,14771 12478,468DL,14771,1130,-5.0,1958,1.0,1.0,0,0,328,334.0,283.0,2586
693,6,6,2013-06-15,AA,320AA,BOEING                        ,767-223             ,1456.0,1500-1559,2259.0,,,,,,14771 12478,20AA,14771,1500,-4.0,2330,-31.0,0.0,0,0,330,303.0,275.0,2586
694,1,1,2012-01-16,UA,560UA,BOEING                        ,757-222             ,2218.0,2200-2259,612.0,,,,,,14771 12478,824UA,14771,2222,-4.0,659,-47.0,0.0,0,0,337,294.0,270.0,2586
695,9,4,2013-09-12,DL,723TW,BOEING                        ,757-231             ,752.0,0800-0859,1649.0,,,,,,14771 12478,140DL,14771,800,-8.0,1640,9.0,9.0,0,0,340,357.0,320.0,2586
696,8,4,2012-08-16,AA,328AA,BOEING                        ,767-223             ,1243.0,1200-1259,2123.0,,,,,,14771 12478,16AA,14771,1245,-2.0,2130,-7.0,0.0,0,0,345,340.0,307.0,2586
697,4,5,2014-04-11,VX,842VA,AIRBUS                        ,A320-214            ,2305.0,2300-2359,715.0,,,,,,14771 12478,34VX,14771,2310,-5.0,750,-35.0,0.0,0,0,340,310.0,278.0,2586
698,3,7,2013-03-10,UA,555UA,BOEING                        ,757-222             ,1543.0,1200-1259,11.0,166.0,0.0,0.0,0.0,0.0,14771 12478,637UA,14771,1251,172.0,2125,166.0,166.0,0,0,334,328.0,301.0,2586
699,12,3,2011-12-21,UA,557UA,BOEING                        ,757-222             ,1211.0,1200-1259,2036.0,,,,,,14771 12478,870UA,14771,1215,-4.0,2055,-19.0,0.0,0,0,340,325.0,300.0,2586
700,12,5,2013-12-13,DL,624AG,BOEING                        ,757-2Q8             ,640.0,0600-0659,1454.0,,,,,,14771 12478,1859DL,14771,645,-5.0,1509,-15.0,0.0,0,0,324,314.0,290.0,2586
701,7,2,2014-07-08,DL,709TW,BOEING                        ,757-2Q8             ,1124.0,1100-1159,2028.0,0.0,0.0,26.0,0.0,0.0,14771 12478,468DL,14771,1120,4.0,2002,26.0,26.0,0,0,342,364.0,329.0,2586
702,7,7,2012-07-22,DL,652DL,BOEING                        ,757-232             ,1558.0,1600-1659,26.0,,,,,,14771 12478,2040DL,14771,1600,-2.0,31,-5.0,0.0,0,0,331,328.0,293.0,2586
703,1,7,2013-01-13,AA,386AA,BOEING                        ,767-323             ,702.0,0700-0759,1551.0,0.0,0.0,16.0,0.0,0.0,14771 12478,24AA,14771,705,-3.0,1535,16.0,16.0,0,0,330,349.0,322.0,2586
704,11,2,2013-11-26,UA,510UA,BOEING                        ,757-222             ,656.0,0700-0759,1518.0,,,,,,14771 12478,286UA,14771,705,-9.0,1534,-16.0,0.0,0,0,329,322.0,297.0,2586
705,1,3,2013-01-30,DL,713TW,BOEING                        ,757-2Q8             ,1126.0,1100-1159,1950.0,,,,,,14771 12478,1940DL,14771,1135,-9.0,2007,-17.0,0.0,0,0,332,324.0,297.0,2586
706,12,2,2012-12-04,UA,512UA,BOEING                        ,757-222             ,1034.0,1000-1059,1912.0,,,,,,14771 12478,760UA,14771,1037,-3.0,1916,-4.0,0.0,0,0,339,338.0,311.0,2586
707,3,5,2014-03-28,UA,568UA,BOEING                        ,757-222             ,1509.0,1500-1559,2329.0,,,,,,14771 12478,304UA,14771,1515,-6.0,2339,-10.0,0.0,0,0,324,320.0,293.0,2586
708,2,7,2013-02-10,B6,579JB,AIRBUS                        ,A320-232            ,1058.0,1100-1159,1930.0,,,,,,14771 12478,642B6,14771,1100,-2.0,1931,-1.0,0.0,0,0,331,332.0,311.0,2586
709,7,6,2014-07-26,UA,502UA,BOEING                        ,757-222             ,1342.0,1300-1359,2211.0,,,,,,14771 12478,716UA,14771,1345,-3.0,2234,-23.0,0.0,0,0,349,329.0,283.0,2586
710,6,4,2014-06-12,UA,597UA,BOEING                        ,757-222             ,2219.0,2200-2259,704.0,,,,,,14771 12478,824UA,14771,2224,-5.0,659,5.0,5.0,0,0,335,345.0,320.0,2586
711,12,7,2012-12-30,AA,323AA,BOEING                        ,767-223             ,2242.0,2200-2259,645.0,,,,,,14771 12478,18AA,14771,2230,12.0,700,-15.0,0.0,0,0,330,303.0,277.0,2586
712,7,2,2014-07-01,B6,638JB,AIRBUS                        ,A320-232            ,1149.0,1100-1159,2035.0,,,,,,14771 12478,416B6,14771,1149,0.0,2030,5.0,5.0,0,0,341,346.0,308.0,2586
713,9,1,2013-09-09,DL,718TW,BOEING                        ,757-231             ,641.0,0600-0659,1509.0,,,,,,14771 12478,1859DL,14771,645,-4.0,1519,-10.0,0.0,0,0,334,328.0,301.0,2586
714,8,4,2013-08-15,VX,838VA,AIRBUS                        ,A320-214            ,2302.0,2300-2359,753.0,0.0,0.0,18.0,0.0,0.0,14771 12478,34VX,14771,2300,2.0,735,18.0,18.0,0,0,335,351.0,306.0,2586
715,9,4,2014-09-04,DL,707TW,BOEING                        ,757-2Q8             ,640.0,0600-0659,1510.0,,,,,,14771 12478,418DL,14771,645,-5.0,1522,-12.0,0.0,0,0,337,330.0,306.0,2586
716,4,1,2013-04-08,UA,554UA,BOEING                        ,757-222             ,2304.0,2300-2359,737.0,,,,,,14771 12478,824UA,14771,2304,0.0,729,8.0,8.0,0,0,325,333.0,298.0,2586
717,10,3,2012-10-10,VX,854VA,AIRBUS                        ,A320-214            ,2124.0,2100-2159,520.0,,,,,,14771 12478,30VX,14771,2125,-1.0,600,-40.0,0.0,0,0,335,296.0,278.0,2586
718,11,5,2012-11-09,B6,646JB,AIRBUS                        ,A320-232            ,2054.0,2100-2159,444.0,,,,,,14771 12478,648B6,14771,2100,-6.0,519,-35.0,0.0,0,0,319,290.0,277.0,2586
719,4,7,2012-04-29,UA,508UA,BOEING                        ,757-222             ,817.0,0800-0859,1631.0,,,,,,14771 12478,808UA,14771,822,-5.0,1700,-29.0,0.0,0,0,338,314.0,295.0,2586
720,1,2,2012-01-24,AA,354AA,BOEING                        ,767-323             ,921.0,0700-0759,1759.0,141.0,0.0,8.0,0.0,0.0,14771 12478,24AA,14771,700,141.0,1530,149.0,149.0,0,0,330,338.0,302.0,2586
721,4,1,2013-04-08,UA,560UA,BOEING                        ,757-222             ,1845.0,1600-1659,303.0,143.0,0.0,0.0,0.0,0.0,14771 12478,314UA,14771,1615,150.0,40,143.0,143.0,0,0,325,318.0,295.0,2586
722,7,1,2012-07-16,AA,332AA,BOEING                        ,767-223             ,1252.0,1200-1259,2131.0,,,,,,14771 12478,16AA,14771,1245,7.0,2130,1.0,1.0,0,0,345,339.0,301.0,2586
723,6,4,2013-06-06,DL,722TW,BOEING                        ,757-231             ,2107.0,2100-2159,525.0,,,,,,14771 12478,2240DL,14771,2115,-8.0,543,-18.0,0.0,0,0,328,318.0,295.0,2586
724,2,5,2012-02-10,UA,555UA,BOEING                        ,757-222             ,1606.0,1200-1259,37.0,10.0,0.0,0.0,0.0,178.0,14771 12478,870UA,14771,1249,197.0,2129,188.0,188.0,0,0,340,331.0,296.0,2586
725,4,1,2013-04-22,B6,794JB,AIRBUS                        ,A320-232            ,1532.0,1300-1359,10.0,0.0,0.0,120.0,0.0,11.0,14771 12478,644B6,14771,1324,128.0,2159,131.0,131.0,0,0,335,338.0,293.0,2586
726,12,6,2012-12-08,DL,722TW,BOEING                        ,757-231             ,2123.0,2100-2159,540.0,,,,,,14771 12478,2240DL,14771,2130,-7.0,556,-16.0,0.0,0,0,326,317.0,283.0,2586
727,7,1,2013-07-08,AA,344AA,GULFSTREAM AEROSPACE          ,G-IV                ,704.0,0700-0759,1529.0,,,,,,14771 12478,24AA,14771,705,-1.0,1535,-6.0,0.0,0,0,330,325.0,296.0,2586
728,8,7,2012-08-19,UA,510UA,BOEING                        ,757-222             ,704.0,0700-0759,1540.0,,,,,,14771 12478,286UA,14771,709,-5.0,1545,-5.0,0.0,0,0,336,336.0,304.0,2586
729,4,7,2013-04-21,VX,847VA,AIRBUS                        ,A320-214            ,1609.0,1500-1559,45.0,0.0,1.0,0.0,0.0,59.0,14771 12478,26VX,14771,1510,59.0,2345,60.0,60.0,0,0,335,336.0,310.0,2586
730,2,2,2013-02-26,VX,846VA,AIRBUS                        ,A320-214            ,1504.0,1500-1559,2336.0,,,,,,14771 12478,26VX,14771,1510,-6.0,2340,-4.0,0.0,0,0,330,332.0,314.0,2586
731,8,7,2013-08-04,UA,508UA,BOEING                        ,757-222             ,1045.0,1000-1059,1848.0,,,,,,14771 12478,760UA,14771,1048,-3.0,1920,-32.0,0.0,0,0,332,303.0,272.0,2586
732,10,3,2012-10-10,UA,554UA,BOEING                        ,757-222             ,651.0,0600-0659,1457.0,,,,,,14771 12478,286UA,14771,659,-8.0,1530,-33.0,0.0,0,0,331,306.0,286.0,2586
733,8,4,2014-08-07,AA,791AA,BEECH                         ,A36                 ,2238.0,2200-2259,654.0,,,,,,14771 12478,18AA,14771,2245,-7.0,720,-26.0,0.0,0,0,335,316.0,294.0,2586
734,9,6,2012-09-22,DL,706TW,BOEING                        ,757-2Q8             ,618.0,0600-0659,1443.0,,,,,,14771 12478,30DL,14771,620,-2.0,1504,-21.0,0.0,0,0,344,325.0,299.0,2586
735,5,3,2013-05-01,VX,621VA,AIRBUS                        ,A320-214            ,919.0,0900-0959,1814.0,0.0,0.0,19.0,0.0,0.0,14771 12478,22VX,14771,920,-1.0,1755,19.0,19.0,0,0,335,355.0,319.0,2586
736,2,1,2013-02-11,DL,718TW,BOEING                        ,757-231             ,1551.0,1600-1659,9.0,,,,,,14771 12478,2040DL,14771,1600,-9.0,21,-12.0,0.0,0,0,321,318.0,293.0,2586
737,7,2,2012-07-10,UA,518UA,BOEING                        ,757-222             ,2224.0,2200-2259,652.0,,,,,,14771 12478,824UA,14771,2226,-2.0,655,-3.0,0.0,0,0,329,328.0,291.0,2586
738,8,1,2014-08-25,UA,588UA,BOEING                        ,757-222             ,844.0,0800-0859,1727.0,19.0,0.0,1.0,0.0,0.0,14771 12478,808UA,14771,825,19.0,1707,20.0,20.0,0,0,342,343.0,310.0,2586
739,8,3,2014-08-13,B6,552JB,AIRBUS                        ,A320-232            ,1217.0,1100-1159,2038.0,,,,,,14771 12478,416B6,14771,1149,28.0,2030,8.0,8.0,0,0,341,321.0,301.0,2586
740,1,4,2014-01-30,VX,842VA,AIRBUS                        ,A320-214            ,2319.0,2300-2359,717.0,,,,,,14771 12478,34VX,14771,2320,-1.0,750,-33.0,0.0,0,0,330,298.0,265.0,2586
741,10,5,2013-10-18,B6,520JB,AIRBUS INDUSTRIE              ,A320-232            ,2111.0,2100-2159,534.0,,,,,,14771 12478,916B6,14771,2109,2.0,530,4.0,4.0,0,0,321,323.0,289.0,2586
742,7,7,2014-07-20,DL,710TW,BOEING                        ,757-2Q8             ,2257.0,2300-2359,724.0,,,,,,14771 12478,2571DL,14771,2300,-3.0,735,-11.0,0.0,0,0,335,327.0,293.0,2586
743,3,5,2013-03-29,VX,621VA,AIRBUS                        ,A320-214            ,929.0,0900-0959,1754.0,,,,,,14771 12478,22VX,14771,925,4.0,1759,-5.0,0.0,0,0,334,325.0,303.0,2586
744,1,7,2012-01-22,UA,508UA,BOEING                        ,757-222             ,1253.0,1200-1259,2113.0,,,,,,14771 12478,870UA,14771,1249,4.0,2129,-16.0,0.0,0,0,340,320.0,294.0,2586
745,5,3,2013-05-22,AA,327AA,BOEING                        ,767-223             ,1301.0,1200-1259,2150.0,,,,,,14771 12478,16AA,14771,1255,6.0,2145,5.0,5.0,0,0,350,349.0,317.0,2586
746,5,2,2014-05-27,DL,717TW,BOEING                        ,757-231             ,627.0,0600-0659,1454.0,,,,,,14771 12478,1859DL,14771,630,-3.0,1510,-16.0,0.0,0,0,340,327.0,305.0,2586
747,9,7,2014-09-07,AA,784AA,BEECH                         ,P35                 ,1508.0,1500-1559,2322.0,,,,,,14771 12478,20AA,14771,1500,8.0,2335,-13.0,0.0,0,0,335,314.0,284.0,2586
748,10,6,2012-10-27,UA,510UA,BOEING                        ,757-222             ,1115.0,1100-1159,1946.0,,,,,,14771 12478,760UA,14771,1119,-4.0,2000,-14.0,0.0,0,0,341,331.0,302.0,2586
749,10,4,2012-10-11,UA,518UA,BOEING                        ,757-222             ,1545.0,1400-1459,1.0,89.0,0.0,0.0,0.0,0.0,14771 12478,985UA,14771,1406,99.0,2232,89.0,89.0,0,0,326,316.0,288.0,2586
750,3,7,2013-03-24,B6,779JB,AIRBUS                        ,A320-232            ,2055.0,2000-2059,511.0,,,,,,14771 12478,648B6,14771,2057,-2.0,520,-9.0,0.0,0,0,323,316.0,291.0,2586
751,2,5,2013-02-01,B6,643JB,AIRBUS                        ,A320-232            ,2110.0,2100-2159,504.0,,,,,,14771 12478,648B6,14771,2100,10.0,521,-17.0,0.0,0,0,321,294.0,280.0,2586
752,6,5,2014-06-27,DL,705TW,BOEING                        ,757-231             ,638.0,0600-0659,1541.0,0.0,0.0,16.0,0.0,0.0,14771 12478,418DL,14771,645,-7.0,1525,16.0,16.0,0,0,340,363.0,313.0,2586
753,8,5,2012-08-03,AA,335AA,BOEING                        ,767-223             ,911.0,0900-0959,1745.0,,,,,,14771 12478,12AA,14771,905,6.0,1750,-5.0,0.0,0,0,345,334.0,303.0,2586
754,9,2,2013-09-24,UA,589UA,BOEING                        ,757-222             ,2256.0,2200-2259,650.0,,,,,,14771 12478,824UA,14771,2253,3.0,725,-35.0,0.0,0,0,332,294.0,276.0,2586
755,2,7,2012-02-26,DL,722TW,BOEING                        ,757-231             ,1150.0,1100-1159,1945.0,,,,,,14771 12478,1940DL,14771,1145,5.0,2020,-35.0,0.0,0,0,335,295.0,270.0,2586
756,8,4,2013-08-22,UA,508UA,BOEING                        ,757-222             ,824.0,0800-0859,1721.0,0.0,0.0,16.0,0.0,0.0,14771 12478,808UA,14771,829,-5.0,1705,16.0,16.0,0,0,336,357.0,324.0,2586
757,6,5,2012-06-22,VX,640VA,AIRBUS                        ,A320-214            ,916.0,0900-0959,2055.0,,,,,,14771 12478,22VX,14771,915,1.0,1759,,,0,1,344,,,2586
758,12,4,2013-12-05,AA,386AA,BOEING                        ,767-323             ,703.0,0700-0759,1511.0,,,,,,14771 12478,24AA,14771,705,-2.0,1540,-29.0,0.0,0,0,335,308.0,281.0,2586
759,4,7,2013-04-28,VX,628VA,AIRBUS                        ,A320-214            ,928.0,0900-0959,1804.0,,,,,,14771 12478,22VX,14771,925,3.0,1759,5.0,5.0,0,0,334,336.0,311.0,2586
760,2,5,2013-02-01,UA,508UA,BOEING                        ,757-222             ,1037.0,1000-1059,1850.0,,,,,,14771 12478,760UA,14771,1042,-5.0,1916,-26.0,0.0,0,0,334,313.0,291.0,2586
761,8,5,2014-08-22,UA,595UA,BOEING                        ,757-222             ,1505.0,1500-1559,2325.0,,,,,,14771 12478,304UA,14771,1510,-5.0,2348,-23.0,0.0,0,0,338,320.0,298.0,2586
762,1,5,2012-01-20,VX,845VA,AIRBUS                        ,A320-214            ,2307.0,2300-2359,729.0,,,,,,14771 12478,28VX,14771,2305,2.0,735,-6.0,0.0,0,0,330,322.0,291.0,2586
