,MONTH,DAY_OF_WEEK,FL_DATE,UNIQUE_CARRIER,TAIL_NUM,MFR,MODEL,DEP_TIME,DEP_TIME_BLK,ARR_TIME,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,ROUTE,FL_NUM,ORIGIN_AIRPORT_ID,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
382,7,1,2014-07-28,B6,505JB,AIRBUS INDUSTRIE              ,A320-232            ,624.0,0600-0659,1506.0,,,,,,14771 12478,16B6,14771,628,-4.0,1459,7.0,7.0,0,0,331,342.0,300.0,2586
383,9,1,2012-09-10,VX,641VA,AIRBUS                        ,A320-214            ,916.0,0900-0959,1749.0,,,,,,14771 12478,22VX,14771,915,1.0,1755,-6.0,0.0,0,0,340,333.0,309.0,2586
384,9,2,2013-09-24,AA,363AA,BOEING                        ,767-323             ,657.0,0700-0759,1526.0,,,,,,14771 12478,24AA,14771,700,-3.0,1545,-19.0,0.0,0,0,345,329.0,292.0,2586
385,12,1,2012-12-31,DL,718TW,BOEING                        ,757-231             ,1150.0,1100-1159,1953.0,,,,,,14771 12478,1252DL,14771,1135,15.0,2007,-14.0,0.0,0,0,332,303.0,280.0,2586
386,6,1,2012-06-11,AA,355AA,BOEING                        ,767-323             ,659.0,0700-0759,1529.0,,,,,,14771 12478,24AA,14771,705,-6.0,1545,-16.0,0.0,0,0,340,330.0,304.0,2586
387,6,4,2012-06-21,UA,502UA,BOEING                        ,757-222             ,828.0,0800-0859,1634.0,,,,,,14771 12478,567UA,14771,828,0.0,1700,-26.0,0.0,0,0,332,306.0,281.0,2586
388,6,3,2013-06-26,B6,618JB,AIRBUS                        ,A320-232            ,1400.0,1100-1159,2240.0,0.0,0.0,10.0,0.0,127.0,14771 12478,416B6,14771,1153,127.0,2023,137.0,137.0,0,0,330,340.0,302.0,2586
389,1,7,2012-01-29,DL,710TW,BOEING                        ,757-2Q8             ,1146.0,1100-1159,2006.0,,,,,,14771 12478,1940DL,14771,1140,6.0,2010,-4.0,0.0,0,0,330,320.0,298.0,2586
390,10,5,2013-10-18,VX,851VA,AIRBUS                        ,A320-214            ,2254.0,2300-2359,714.0,,,,,,14771 12478,34VX,14771,2300,-6.0,735,-21.0,0.0,0,0,335,320.0,296.0,2586
391,5,1,2012-05-21,B6,637JB,AIRBUS                        ,A320-232            ,2156.0,2100-2159,621.0,11.0,0.0,0.0,0.0,33.0,14771 12478,648B6,14771,2100,56.0,537,44.0,44.0,0,0,337,325.0,305.0,2586
392,4,3,2012-04-18,B6,607JB,AIRBUS                        ,A320-232            ,1055.0,1000-1059,1921.0,,,,,,14771 12478,642B6,14771,1055,0.0,1938,-17.0,0.0,0,0,343,326.0,298.0,2586
393,8,6,2012-08-18,DL,710TW,BOEING                        ,757-2Q8             ,2111.0,2100-2159,530.0,,,,,,14771 12478,2240DL,14771,2115,-4.0,550,-20.0,0.0,0,0,335,319.0,296.0,2586
394,9,4,2014-09-25,UA,598UA,BOEING                        ,757-222             ,748.0,0700-0759,1716.0,33.0,0.0,46.0,0.0,0.0,14771 12478,758UA,14771,715,33.0,1557,79.0,79.0,0,0,342,388.0,337.0,2586
395,1,4,2012-01-26,AA,329AA,BOEING                        ,767-223             ,1620.0,1500-1559,21.0,0.0,0.0,0.0,0.0,56.0,14771 12478,20AA,14771,1500,80.0,2325,56.0,56.0,0,0,325,301.0,272.0,2586
396,1,7,2014-01-26,VX,636VA,AIRBUS                        ,A320-214            ,1510.0,1500-1559,2328.0,,,,,,14771 12478,26VX,14771,1505,5.0,2330,-2.0,0.0,0,0,325,318.0,289.0,2586
397,2,1,2014-02-24,B6,805JB,AIRBUS                        ,A320-232            ,2055.0,2000-2059,503.0,,,,,,14771 12478,916B6,14771,2047,8.0,510,-7.0,0.0,0,0,323,308.0,282.0,2586
398,11,4,2011-11-10,DL,711ZX,BOEING                        ,757-231             ,1129.0,1100-1159,2000.0,,,,,,14771 12478,1940DL,14771,1130,-1.0,2008,-8.0,0.0,0,0,338,331.0,303.0,2586
399,7,3,2014-07-30,DL,705TW,BOEING                        ,757-231             ,642.0,0600-0659,1520.0,,,,,,14771 12478,418DL,14771,645,-3.0,1526,-6.0,0.0,0,0,341,338.0,295.0,2586
400,12,7,2012-12-02,UA,510UA,BOEING                        ,757-222             ,835.0,0800-0859,1727.0,,,,,,14771 12478,689UA,14771,835,0.0,1714,13.0,13.0,0,0,339,352.0,291.0,2586
401,8,5,2012-08-03,DL,723TW,BOEING                        ,757-231             ,1555.0,1600-1659,16.0,,,,,,14771 12478,2040DL,14771,1600,-5.0,31,-15.0,0.0,0,0,331,321.0,292.0,2586
402,4,2,2013-04-23,B6,807JB,AIRBUS                        ,A320-232            ,1411.0,1300-1359,2240.0,0.0,0.0,21.0,0.0,20.0,14771 12478,644B6,14771,1324,47.0,2159,41.0,41.0,0,0,335,329.0,294.0,2586
403,1,7,2014-01-26,VX,638VA,AIRBUS                        ,A320-214            ,917.0,0900-0959,1724.0,,,,,,14771 12478,22VX,14771,920,-3.0,1755,-31.0,0.0,0,0,335,307.0,286.0,2586
404,12,2,2011-12-20,B6,633JB,AIRBUS                        ,A320-232            ,1427.0,1300-1359,2249.0,61.0,0.0,0.0,0.0,0.0,14771 12478,644B6,14771,1325,62.0,2148,61.0,61.0,0,0,323,322.0,303.0,2586
405,3,5,2012-03-16,VX,530VA,AIRBUS                        ,A319-112            ,1557.0,1400-1459,18.0,3.0,0.0,0.0,0.0,50.0,14771 12478,26VX,14771,1455,62.0,2325,53.0,53.0,0,0,330,321.0,300.0,2586
406,2,2,2013-02-12,VX,854VA,AIRBUS                        ,A320-214            ,914.0,0900-0959,1750.0,,,,,,14771 12478,22VX,14771,915,-1.0,1755,-5.0,0.0,0,0,340,336.0,316.0,2586
407,6,5,2014-06-20,B6,592JB,AIRBUS                        ,A320-232            ,1204.0,1100-1159,2039.0,,,,,,14771 12478,416B6,14771,1149,15.0,2030,9.0,9.0,0,0,341,335.0,295.0,2586
408,12,3,2011-12-21,UA,505UA,BOEING                        ,757-222             ,1350.0,1300-1359,2250.0,0.0,0.0,31.0,0.0,0.0,14771 12478,772UA,14771,1350,0.0,2219,31.0,31.0,0,0,329,360.0,303.0,2586
409,11,5,2011-11-18,DL,706TW,BOEING                        ,757-2Q8             ,828.0,0800-0859,1622.0,,,,,,14771 12478,3DL,14771,830,-2.0,1710,-48.0,0.0,0,0,340,294.0,269.0,2586
410,7,2,2013-07-30,UA,557UA,BOEING                        ,757-222             ,1256.0,1300-1359,2103.0,,,,,,14771 12478,637UA,14771,1304,-8.0,2139,-36.0,0.0,0,0,335,307.0,283.0,2586
411,5,5,2013-05-03,DL,707TW,BOEING                        ,757-2Q8             ,609.0,0600-0659,1445.0,,,,,,14771 12478,30DL,14771,615,-6.0,1453,-8.0,0.0,0,0,338,336.0,313.0,2586
412,5,4,2013-05-02,DL,721TW,BOEING                        ,757-231             ,609.0,0600-0659,1450.0,,,,,,14771 12478,30DL,14771,615,-6.0,1453,-3.0,0.0,0,0,338,341.0,310.0,2586
413,1,5,2014-01-10,VX,623VA,AIRBUS                        ,A320-214            ,710.0,0700-0759,1538.0,,,,,,14771 12478,12VX,14771,700,10.0,1530,8.0,8.0,0,0,330,328.0,298.0,2586
414,5,4,2012-05-03,UA,508UA,BOEING                        ,757-222             ,825.0,0800-0859,1659.0,,,,,,14771 12478,794UA,14771,826,-1.0,1700,-1.0,0.0,0,0,334,334.0,303.0,2586
415,4,2,2014-04-15,DL,186DN,BOEING                        ,767-332             ,1556.0,1600-1659,14.0,,,,,,14771 12478,2340DL,14771,1600,-4.0,22,-8.0,0.0,0,0,322,318.0,298.0,2586
416,7,1,2014-07-07,AA,797AA,GROSS ROBERT                  ,F1                  ,1302.0,1200-1259,2204.0,22.0,0.0,12.0,0.0,0.0,14771 12478,16AA,14771,1240,22.0,2130,34.0,34.0,0,0,350,362.0,329.0,2586
417,6,3,2013-06-19,VX,839VA,AIRBUS                        ,A320-214            ,655.0,0700-0759,1523.0,,,,,,14771 12478,12VX,14771,700,-5.0,1535,-12.0,0.0,0,0,335,328.0,294.0,2586
418,3,4,2014-03-20,UA,505UA,BOEING                        ,757-222             ,1341.0,1300-1359,2151.0,,,,,,14771 12478,656UA,14771,1345,-4.0,2209,-18.0,0.0,0,0,324,310.0,286.0,2586
419,6,3,2012-06-27,UA,560UA,BOEING                        ,757-222             ,1253.0,1200-1259,2144.0,,,,,,14771 12478,870UA,14771,1255,-2.0,2138,6.0,6.0,0,0,343,351.0,296.0,2586
420,4,3,2012-04-18,VX,842VA,AIRBUS                        ,A320-214            ,702.0,0700-0759,1526.0,,,,,,14771 12478,12VX,14771,700,2.0,1535,-9.0,0.0,0,0,335,324.0,299.0,2586
421,6,7,2012-06-17,UA,555UA,BOEING                        ,757-222             ,1356.0,1400-1459,2226.0,,,,,,14771 12478,531UA,14771,1401,-5.0,2234,-8.0,0.0,0,0,333,330.0,305.0,2586
422,4,4,2012-04-26,DL,718TW,BOEING                        ,757-231             ,2224.0,2200-2259,650.0,,,,,,14771 12478,2340DL,14771,2230,-6.0,700,-10.0,0.0,0,0,330,326.0,284.0,2586
423,8,1,2013-08-19,UA,510UA,BOEING                        ,757-222             ,1621.0,1500-1559,101.0,81.0,0.0,5.0,0.0,0.0,14771 12478,304UA,14771,1500,81.0,2335,86.0,86.0,0,0,335,340.0,306.0,2586
424,4,7,2013-04-21,UA,502UA,BOEING                        ,757-222             ,2311.0,2200-2259,753.0,16.0,0.0,8.0,0.0,0.0,14771 12478,824UA,14771,2255,16.0,729,24.0,24.0,0,0,334,342.0,308.0,2586
425,5,5,2013-05-17,UA,560UA,BOEING                        ,757-222             ,1645.0,1600-1659,58.0,,,,,,14771 12478,203UA,14771,1644,1.0,115,-17.0,0.0,0,0,331,313.0,298.0,2586
426,3,7,2012-03-18,DL,721TW,BOEING                        ,757-231             ,1126.0,1100-1159,2022.0,,,,,,14771 12478,1940DL,14771,1130,-4.0,2009,13.0,13.0,0,0,339,356.0,321.0,2586
427,11,3,2011-11-30,DL,709TW,BOEING                        ,757-2Q8             ,1525.0,1500-1559,2348.0,,,,,,14771 12478,2040DL,14771,1530,-5.0,2356,-8.0,0.0,0,0,326,323.0,294.0,2586
428,7,7,2013-07-07,UA,589UA,BOEING                        ,757-222             ,7.0,2200-2259,828.0,12.0,0.0,0.0,0.0,69.0,14771 12478,824UA,14771,2235,92.0,707,81.0,81.0,0,0,332,321.0,295.0,2586
429,5,1,2012-05-07,UA,554UA,BOEING                        ,757-222             ,825.0,0800-0859,1708.0,,,,,,14771 12478,794UA,14771,826,-1.0,1700,8.0,8.0,0,0,334,343.0,316.0,2586
430,10,3,2013-10-23,VX,840VA,AIRBUS                        ,A320-214            ,701.0,0700-0759,1541.0,,,,,,14771 12478,12VX,14771,700,1.0,1535,6.0,6.0,0,0,335,340.0,313.0,2586
431,8,2,2012-08-28,VX,849VA,AIRBUS                        ,A320-214            ,2256.0,2300-2359,720.0,,,,,,14771 12478,34VX,14771,2300,-4.0,735,-15.0,0.0,0,0,335,324.0,301.0,2586
432,3,2,2013-03-12,DL,624AG,BOEING                        ,757-2Q8             ,2123.0,2100-2159,547.0,,,,,,14771 12478,2240DL,14771,2130,-7.0,600,-13.0,0.0,0,0,330,324.0,298.0,2586
433,1,7,2014-01-26,UA,588UA,BOEING                        ,757-222             ,827.0,0800-0859,1620.0,,,,,,14771 12478,808UA,14771,840,-13.0,1705,-45.0,0.0,0,0,325,293.0,277.0,2586
434,2,6,2012-02-04,B6,712JB,AIRBUS                        ,A320-232            ,1311.0,1300-1359,2124.0,,,,,,14771 12478,644B6,14771,1315,-4.0,2142,-18.0,0.0,0,0,327,313.0,289.0,2586
435,2,3,2013-02-13,AA,332AA,BOEING                        ,767-223             ,1240.0,1200-1259,2059.0,,,,,,14771 12478,16AA,14771,1240,0.0,2115,-16.0,0.0,0,0,335,319.0,289.0,2586
436,4,4,2012-04-05,UA,502UA,BOEING                        ,757-222             ,735.0,0700-0759,1553.0,,,,,,14771 12478,286UA,14771,707,28.0,1551,2.0,2.0,0,0,344,318.0,295.0,2586
437,7,2,2013-07-16,UA,508UA,BOEING                        ,757-222             ,1342.0,1300-1359,2221.0,4.0,0.0,4.0,0.0,34.0,14771 12478,637UA,14771,1304,38.0,2139,42.0,42.0,0,0,335,339.0,318.0,2586
438,4,7,2012-04-29,AA,324AA,BOEING                        ,767-223             ,1253.0,1200-1259,2124.0,,,,,,14771 12478,16AA,14771,1245,8.0,2135,-11.0,0.0,0,0,350,331.0,307.0,2586
439,12,7,2013-12-01,B6,703JB,AIRBUS                        ,A320-232            ,2157.0,2100-2159,610.0,,,,,,14771 12478,916B6,14771,2157,0.0,616,-6.0,0.0,0,0,319,313.0,292.0,2586
440,2,7,2014-02-23,AA,339AA,BOEING                        ,767-223             ,1249.0,1200-1259,2108.0,,,,,,14771 12478,16AA,14771,1250,-1.0,2120,-12.0,0.0,0,0,330,319.0,289.0,2586
441,2,7,2013-02-03,UA,505UA,BOEING                        ,757-222             ,1250.0,1200-1259,2111.0,,,,,,14771 12478,637UA,14771,1253,-3.0,2127,-16.0,0.0,0,0,334,321.0,291.0,2586
442,2,2,2013-02-19,UA,502UA,BOEING                        ,757-222             ,1429.0,1400-1459,2249.0,,,,,,14771 12478,380UA,14771,1435,-6.0,2309,-20.0,0.0,0,0,334,320.0,298.0,2586
443,3,1,2012-03-26,AA,379AA,BOEING                        ,767-323             ,707.0,0700-0759,1528.0,,,,,,14771 12478,24AA,14771,700,7.0,1530,-2.0,0.0,0,0,330,321.0,298.0,2586
444,7,2,2012-07-24,AA,339AA,BOEING                        ,767-223             ,1521.0,1500-1559,2400.0,21.0,0.0,9.0,0.0,0.0,14771 12478,20AA,14771,1500,21.0,2330,30.0,30.0,0,0,330,339.0,303.0,2586
445,1,3,2013-01-02,UA,555UA,BOEING                        ,757-222             ,1731.0,1600-1659,127.0,44.0,0.0,0.0,0.0,0.0,14771 12478,314UA,14771,1618,73.0,43,44.0,44.0,0,0,325,296.0,280.0,2586
446,5,3,2012-05-30,AA,327AA,BOEING                        ,767-223             ,1239.0,1200-1259,2123.0,,,,,,14771 12478,16AA,14771,1245,-6.0,2135,-12.0,0.0,0,0,350,344.0,310.0,2586
447,5,6,2013-05-04,AA,323AA,BOEING                        ,767-223             ,1432.0,1400-1459,2318.0,0.0,0.0,28.0,0.0,0.0,14771 12478,20AA,14771,1400,32.0,2250,28.0,28.0,0,0,350,346.0,321.0,2586
448,1,4,2014-01-09,DL,702TW,BOEING                        ,757-2Q8             ,757.0,0800-0859,1626.0,,,,,,14771 12478,408DL,14771,800,-3.0,1626,0.0,0.0,0,0,326,329.0,294.0,2586
449,9,1,2013-09-09,UA,589UA,BOEING                        ,757-222             ,1033.0,1000-1059,1912.0,,,,,,14771 12478,760UA,14771,1038,-5.0,1917,-5.0,0.0,0,0,339,339.0,310.0,2586
450,11,6,2011-11-26,UA,505UA,BOEING                        ,757-222             ,1359.0,1400-1459,2204.0,,,,,,14771 12478,312UA,14771,1400,-1.0,2229,-25.0,0.0,0,0,329,305.0,287.0,2586
451,12,4,2013-12-12,DL,727TW,BOEING                        ,757-231             ,2322.0,2300-2359,723.0,,,,,,14771 12478,2340DL,14771,2330,-8.0,749,-26.0,0.0,0,0,319,301.0,280.0,2586
452,10,4,2013-10-31,DL,713TW,BOEING                        ,757-2Q8             ,1108.0,1100-1159,1944.0,,,,,,14771 12478,268DL,14771,1115,-7.0,1949,-5.0,0.0,0,0,334,336.0,300.0,2586
453,4,3,2013-04-17,B6,536JB,AIRBUS                        ,A320-232            ,2303.0,2100-2159,747.0,3.0,0.0,12.0,0.0,120.0,14771 12478,648B6,14771,2100,123.0,532,135.0,135.0,0,0,332,344.0,317.0,2586
454,7,1,2014-07-21,DL,727TW,BOEING                        ,757-231             ,2109.0,2100-2159,531.0,,,,,,14771 12478,2240DL,14771,2115,-6.0,540,-9.0,0.0,0,0,325,322.0,287.0,2586
455,3,5,2012-03-16,AA,320AA,BOEING                        ,767-223             ,129.0,2300-2359,951.0,0.0,0.0,4.0,0.0,137.0,14771 12478,18AA,14771,2300,149.0,730,141.0,141.0,0,0,330,322.0,302.0,2586
456,2,3,2014-02-05,UA,518UA,BOEING                        ,757-222             ,1253.0,1200-1259,2057.0,,,,,,14771 12478,637UA,14771,1251,2.0,2123,-26.0,0.0,0,0,332,304.0,276.0,2586
457,7,6,2013-07-20,VX,632VA,AIRBUS                        ,A320-214            ,1429.0,1400-1459,2259.0,,,,,,14771 12478,26VX,14771,1430,-1.0,2305,-6.0,0.0,0,0,335,330.0,296.0,2586
458,3,6,2012-03-03,DL,717TW,BOEING                        ,757-231             ,2218.0,2200-2259,644.0,,,,,,14771 12478,2340DL,14771,2230,-12.0,701,-17.0,0.0,0,0,331,326.0,297.0,2586
459,7,6,2013-07-13,DL,721TW,BOEING                        ,757-231             ,2111.0,2100-2159,527.0,,,,,,14771 12478,2240DL,14771,2115,-4.0,534,-7.0,0.0,0,0,319,316.0,295.0,2586
460,12,5,2012-12-21,DL,721TW,BOEING                        ,757-231             ,1132.0,1100-1159,2007.0,,,,,,14771 12478,1252DL,14771,1135,-3.0,2007,0.0,0.0,0,0,332,335.0,300.0,2586
461,10,7,2013-10-13,UA,510UA,BOEING                        ,757-222             ,838.0,0800-0859,1659.0,,,,,,14771 12478,808UA,14771,840,-2.0,1719,-20.0,0.0,0,0,339,321.0,298.0,2586
462,6,7,2012-06-17,AA,374AA,BOEING                        ,767-323             ,701.0,0700-0759,1601.0,0.0,0.0,21.0,0.0,0.0,14771 12478,24AA,14771,705,-4.0,1540,21.0,21.0,0,0,335,360.0,305.0,2586
463,2,5,2012-02-03,AA,329AA,BOEING                        ,767-223             ,2253.0,2300-2359,705.0,,,,,,14771 12478,18AA,14771,2300,-7.0,725,-20.0,0.0,0,0,325,312.0,281.0,2586
464,9,2,2014-09-30,VX,835VA,AIRBUS                        ,A320-214            ,659.0,0700-0759,1607.0,0.0,27.0,0.0,0.0,0.0,14771 12478,12VX,14771,700,-1.0,1540,27.0,27.0,0,0,340,368.0,338.0,2586
465,5,6,2014-05-17,UA,568UA,BOEING                        ,757-222             ,1258.0,1200-1259,2138.0,,,,,,14771 12478,637UA,14771,1250,8.0,2135,3.0,3.0,0,0,345,340.0,301.0,2586
466,11,3,2013-11-27,AA,335AA,BOEING                        ,767-223             ,2245.0,2200-2259,701.0,,,,,,14771 12478,18AA,14771,2230,15.0,700,1.0,1.0,0,0,330,316.0,286.0,2586
467,6,7,2013-06-30,UA,595UA,BOEING                        ,757-222             ,4.0,2200-2259,838.0,30.0,0.0,2.0,0.0,61.0,14771 12478,824UA,14771,2233,91.0,705,93.0,93.0,0,0,332,334.0,309.0,2586
468,2,4,2013-02-14,DL,710TW,BOEING                        ,757-2Q8             ,1557.0,1600-1659,7.0,,,,,,14771 12478,2040DL,14771,1600,-3.0,21,-14.0,0.0,0,0,321,310.0,281.0,2586
469,6,3,2013-06-05,UA,512UA,BOEING                        ,757-222             ,1308.0,1300-1359,2142.0,,,,,,14771 12478,637UA,14771,1310,-2.0,2155,-13.0,0.0,0,0,345,334.0,298.0,2586
470,3,3,2013-03-13,VX,634VA,AIRBUS                        ,A320-214            ,703.0,0700-0759,1531.0,,,,,,14771 12478,12VX,14771,700,3.0,1535,-4.0,0.0,0,0,335,328.0,307.0,2586
471,10,2,2012-10-16,VX,843VA,AIRBUS                        ,A320-214            ,2252.0,2300-2359,705.0,,,,,,14771 12478,34VX,14771,2300,-8.0,735,-30.0,0.0,0,0,335,313.0,290.0,2586
472,6,1,2012-06-04,UA,518UA,BOEING                        ,757-222             ,2220.0,2200-2259,718.0,0.0,0.0,19.0,0.0,0.0,14771 12478,824UA,14771,2217,3.0,659,19.0,19.0,0,0,342,358.0,309.0,2586
473,2,4,2013-02-28,DL,713TW,BOEING                        ,757-2Q8             ,1127.0,1100-1159,1952.0,,,,,,14771 12478,658DL,14771,1135,-8.0,2007,-15.0,0.0,0,0,332,325.0,303.0,2586
474,11,3,2013-11-06,DL,721TW,BOEING                        ,757-231             ,2337.0,2300-2359,745.0,,,,,,14771 12478,2340DL,14771,2345,-8.0,814,-29.0,0.0,0,0,329,308.0,282.0,2586
475,2,2,2013-02-05,UA,560UA,BOEING                        ,757-222             ,1447.0,1400-1459,2248.0,,,,,,14771 12478,832UA,14771,1440,7.0,2314,-26.0,0.0,0,0,334,301.0,279.0,2586
476,9,4,2012-09-13,VX,845VA,AIRBUS                        ,A320-214            ,656.0,0700-0759,1548.0,,,,,,14771 12478,12VX,14771,700,-4.0,1535,13.0,13.0,0,0,335,352.0,325.0,2586
477,5,4,2014-05-08,VX,630VA,AIRBUS                        ,A320-214            ,2313.0,2300-2359,733.0,,,,,,14771 12478,34VX,14771,2315,-2.0,755,-22.0,0.0,0,0,340,320.0,286.0,2586
478,4,1,2012-04-16,VX,636VA,AIRBUS                        ,A320-214            ,701.0,0700-0759,1528.0,,,,,,14771 12478,12VX,14771,700,1.0,1535,-7.0,0.0,0,0,335,327.0,305.0,2586
479,1,4,2012-01-05,VX,836VA,AIRBUS                        ,A320-214            ,2124.0,2100-2159,522.0,,,,,,14771 12478,30VX,14771,2125,-1.0,555,-33.0,0.0,0,0,330,298.0,280.0,2586
480,2,7,2013-02-10,DL,703TW,BOEING                        ,757-2Q8             ,2115.0,2100-2159,532.0,,,,,,14771 12478,2240DL,14771,2120,-5.0,545,-13.0,0.0,0,0,325,317.0,287.0,2586
481,2,3,2014-02-26,UA,568UA,BOEING                        ,757-222             ,1252.0,1200-1259,2058.0,,,,,,14771 12478,637UA,14771,1245,7.0,2117,-19.0,0.0,0,0,332,306.0,283.0,2586
482,6,3,2012-06-06,AA,328AA,BOEING                        ,767-223             ,859.0,0900-0959,1724.0,,,,,,14771 12478,12AA,14771,905,-6.0,1750,-26.0,0.0,0,0,345,325.0,306.0,2586
483,5,4,2012-05-31,VX,847VA,AIRBUS                        ,A320-214            ,651.0,0600-0659,1513.0,,,,,,14771 12478,12VX,14771,655,-4.0,1535,-22.0,0.0,0,0,340,322.0,296.0,2586
484,2,7,2014-02-09,AA,338AA,BOEING                        ,767-223             ,906.0,2200-2259,1711.0,0.0,0.0,343.0,0.0,268.0,14771 12478,18AA,14771,2230,636.0,700,611.0,611.0,0,0,330,305.0,284.0,2586
485,10,7,2012-10-21,AA,352AA,BOEING                        ,767-323             ,701.0,0700-0759,1518.0,,,,,,14771 12478,24AA,14771,700,1.0,1545,-27.0,0.0,0,0,345,317.0,281.0,2586
486,9,6,2012-09-08,VX,623VA,AIRBUS                        ,A320-214            ,1507.0,1500-1559,2338.0,,,,,,14771 12478,26VX,14771,1510,-3.0,2340,-2.0,0.0,0,0,330,331.0,309.0,2586
487,2,2,2014-02-18,UA,587UA,BOEING                        ,757-222             ,1644.0,1600-1659,38.0,,,,,,14771 12478,502UA,14771,1636,8.0,100,-22.0,0.0,0,0,324,294.0,272.0,2586
488,7,7,2014-07-27,UA,596UA,BOEING                        ,757-222             ,819.0,0800-0859,1648.0,,,,,,14771 12478,808UA,14771,825,-6.0,1714,-26.0,0.0,0,0,349,329.0,306.0,2586
489,12,4,2013-12-05,UA,502UA,BOEING                        ,757-222             ,1503.0,1500-1559,2331.0,,,,,,14771 12478,304UA,14771,1500,3.0,2319,12.0,12.0,0,0,319,328.0,285.0,2586
490,12,4,2012-12-27,UA,508UA,BOEING                        ,757-222             ,827.0,0800-0859,1647.0,,,,,,14771 12478,808UA,14771,835,-8.0,1705,-18.0,0.0,0,0,330,320.0,302.0,2586
491,7,4,2012-07-26,DL,722TW,BOEING                        ,757-231             ,842.0,0800-0859,1744.0,12.0,0.0,22.0,0.0,0.0,14771 12478,3DL,14771,830,12.0,1710,34.0,34.0,0,0,340,362.0,305.0,2586
492,3,5,2012-03-16,VX,524VA,AIRBUS                        ,A319-112            ,725.0,0700-0759,1617.0,20.0,17.0,0.0,0.0,0.0,14771 12478,12VX,14771,705,20.0,1540,37.0,37.0,0,0,335,352.0,326.0,2586
493,2,4,2013-02-07,UA,557UA,BOEING                        ,757-222             ,1246.0,1200-1259,2054.0,,,,,,14771 12478,637UA,14771,1249,-3.0,2120,-26.0,0.0,0,0,331,308.0,285.0,2586
494,10,5,2012-10-05,VX,838VA,AIRBUS                        ,A320-214            ,2259.0,2300-2359,719.0,,,,,,14771 12478,34VX,14771,2300,-1.0,735,-16.0,0.0,0,0,335,320.0,287.0,2586
495,11,1,2011-11-07,DL,702TW,BOEING                        ,757-2Q8             ,827.0,0800-0859,1643.0,,,,,,14771 12478,3DL,14771,830,-3.0,1710,-27.0,0.0,0,0,340,316.0,294.0,2586
496,2,2,2014-02-04,VX,632VA,AIRBUS                        ,A320-214            ,,1500-1559,,,,,,,14771 12478,26VX,14771,1505,,2330,,,1,0,325,,,2586
497,9,5,2013-09-13,AA,338AA,BOEING                        ,767-223             ,1210.0,1200-1259,2103.0,,,,,,14771 12478,16AA,14771,1215,-5.0,2100,3.0,3.0,0,0,345,353.0,311.0,2586
498,9,7,2013-09-22,UA,508UA,BOEING                        ,757-222             ,1156.0,1100-1159,2013.0,,,,,,14771 12478,719UA,14771,1157,-1.0,2036,-23.0,0.0,0,0,339,317.0,287.0,2586
499,10,7,2013-10-06,DL,722TW,BOEING                        ,757-231             ,803.0,0800-0859,1632.0,,,,,,14771 12478,140DL,14771,810,-7.0,1640,-8.0,0.0,0,0,330,329.0,307.0,2586
500,9,1,2014-09-15,UA,510UA,BOEING                        ,757-222             ,837.0,0800-0859,1705.0,,,,,,14771 12478,808UA,14771,825,12.0,1707,-2.0,0.0,0,0,342,328.0,295.0,2586
501,8,5,2013-08-02,VX,843VA,AIRBUS                        ,A320-214            ,2339.0,2300-2359,744.0,,,,,,14771 12478,34VX,14771,2300,39.0,735,9.0,9.0,0,0,335,305.0,278.0,2586
502,11,1,2012-11-19,UA,508UA,BOEING                        ,757-222             ,2308.0,2300-2359,749.0,,,,,,14771 12478,373UA,14771,2312,-4.0,745,4.0,4.0,0,0,333,341.0,303.0,2586
503,10,5,2013-10-04,UA,518UA,BOEING                        ,757-222             ,1317.0,1300-1359,2149.0,,,,,,14771 12478,637UA,14771,1310,7.0,2149,0.0,0.0,0,0,339,332.0,299.0,2586
504,6,5,2012-06-08,AA,339AA,BOEING                        ,767-223             ,902.0,0900-0959,1741.0,,,,,,14771 12478,12AA,14771,905,-3.0,1750,-9.0,0.0,0,0,345,339.0,302.0,2586
505,4,1,2013-04-01,VX,840VA,AIRBUS                        ,A320-214            ,2259.0,2300-2359,735.0,,,,,,14771 12478,34VX,14771,2300,-1.0,735,0.0,0.0,0,0,335,336.0,310.0,2586
506,9,2,2014-09-02,DL,710TW,BOEING                        ,757-2Q8             ,1601.0,1600-1659,19.0,,,,,,14771 12478,2040DL,14771,1600,1.0,42,-23.0,0.0,0,0,342,318.0,293.0,2586
507,5,2,2012-05-22,AA,336AA,BOEING                        ,767-223             ,2239.0,2200-2259,653.0,,,,,,14771 12478,18AA,14771,2235,4.0,710,-17.0,0.0,0,0,335,314.0,290.0,2586
508,3,7,2012-03-25,UA,517UA,BOEING                        ,757-222             ,825.0,0800-0859,1700.0,,,,,,14771 12478,808UA,14771,819,6.0,1700,0.0,0.0,0,0,341,335.0,302.0,2586
